roll_number,gaeltacht_indicator,deis,island,irish_classification,ethos
16684W,N ,N ,N ,No subjects through Irish,Catholic
13773G,N ,N ,N ,No subjects through Irish,Catholic
12124K,N ,N ,N ,No subjects through Irish,Catholic
08099P,N ,N ,N ,No subjects through Irish,Catholic
70120F,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
09750S,N ,N ,N ,No subjects through Irish,Catholic
04809A,Y ,Y ,N ,All subjects through Irish,Catholic
91491L,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
14116V,N ,N ,N ,No subjects through Irish,Catholic
64201T,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18690E,N ,N ,N ,No subjects through Irish,Catholic
18005J,N ,N ,N ,No subjects through Irish,Catholic
17481N,N ,N ,N ,No subjects through Irish,Catholic
20048Q,N ,N ,N ,All subjects through Irish,Catholic
07054L,N ,N ,N ,No subjects through Irish,Catholic
63100I,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17182D,N ,N ,N ,No subjects through Irish,Catholic
18173H,N ,N ,N ,No subjects through Irish,Catholic
18779U,N ,N ,N ,No subjects through Irish,Catholic
15116D,N ,Y ,N ,No subjects through Irish,Catholic
17547R,N ,N ,N ,No subjects through Irish,Catholic
13659I,N ,N ,N ,No subjects through Irish,Catholic
18489L,N ,N ,N ,No subjects through Irish,Catholic
20041C,N ,Y ,N ,No subjects through Irish,Catholic
18524K,N ,Y ,N ,No subjects through Irish,Catholic
19258U,N ,N ,N ,No subjects through Irish,Catholic
01692N,N ,N ,N ,No subjects through Irish,Catholic
63850F,N ,N ,N ,No subjects taught through Irish,CATHOLIC
13286S,N ,N ,N ,No subjects through Irish,Catholic
11894I,N ,N ,N ,No subjects through Irish,Catholic
18186Q,N ,N ,N ,No subjects through Irish,Catholic
04620D,N ,N ,N ,No subjects through Irish,Catholic
17784I,N ,N ,N ,No subjects through Irish,Catholic
19688W,N ,Y ,N ,No subjects through Irish,Catholic
12349L,N ,N ,N ,No subjects through Irish,Catholic
19663G,N ,Y ,N ,No subjects through Irish,Catholic
19596R,N ,N ,N ,No subjects through Irish,Catholic
19344N,N ,N ,N ,No subjects through Irish,Catholic
09161W,N ,N ,N ,No subjects through Irish,Catholic
18246I,N ,N ,N ,No subjects through Irish,Church Of Ireland
20412L,N ,N ,N ,All subjects through Irish,Multi Denominational
18090D,N ,N ,N ,No subjects through Irish,Catholic
12350T,N ,N ,N ,No subjects through Irish,Catholic
14448A,N ,N ,N ,No subjects through Irish,Catholic
17357M,N ,N ,N ,No subjects through Irish,Catholic
19525R,N ,Y ,Y ,No subjects through Irish,Catholic
19909M,N ,Y ,N ,All subjects through Irish,Catholic
15554E,N ,Y ,N ,No subjects through Irish,Catholic
20233L,N ,N ,N ,No subjects through Irish,Catholic
19771J,N ,N ,N ,No subjects through Irish,Catholic
16109L,N ,N ,N ,No subjects through Irish,Catholic
16749B,N ,N ,N ,No subjects through Irish,Catholic
17539S,N ,N ,N ,No subjects through Irish,Catholic
19374W,N ,N ,N ,No subjects through Irish,Catholic
60840K,N ,N ,N ,No subjects taught through Irish,CATHOLIC
63890R,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17245B,N ,N ,N ,No subjects through Irish,Catholic
18253F,N ,N ,N ,No subjects through Irish,Catholic
16304J,N ,N ,N ,No subjects through Irish,Catholic
14278B,N ,N ,N ,No subjects through Irish,Catholic
70740M,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19449E,N ,N ,N ,No subjects through Irish,Catholic
05115S,N ,Y ,N ,No subjects through Irish,Catholic
71240U,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19813W,N ,N ,N ,No subjects through Irish,Catholic
08926B,N ,N ,N ,No subjects through Irish,Church Of Ireland
20246U,N ,N ,N ,No subjects through Irish,Church Of Ireland
70520V,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18382Q,N ,N ,N ,No subjects through Irish,Catholic
19914F,N ,N ,N ,No subjects through Irish,Catholic
18625Q,N ,N ,N ,No subjects through Irish,Catholic
11746Q,N ,N ,N ,No subjects through Irish,Catholic
15967G,N ,N ,N ,No subjects through Irish,Catholic
19960M,N ,Y ,N ,No subjects through Irish,Catholic
19934L,N ,N ,N ,No subjects through Irish,Multi Denominational
76067L,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
20397S,N ,Y ,N ,No subjects through Irish,Catholic
70790E,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
68264R,N ,N ,N ,No subjects taught through Irish,CATHOLIC
62691G,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18203N,N ,N ,N ,No subjects through Irish,Church Of Ireland
62380M,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17462J,N ,N ,N ,No subjects through Irish,Catholic
20168D,N ,N ,N ,No subjects through Irish,Multi Denominational
19727G,N ,N ,N ,No subjects through Irish,Catholic
18435L,N ,Y ,N ,No subjects through Irish,Catholic
12368P,N ,N ,N ,No subjects through Irish,Catholic
16972E,N ,N ,N ,No subjects through Irish,Catholic
17628R,N ,N ,N ,No subjects through Irish,Catholic
16748W,N ,N ,N ,No subjects through Irish,Catholic
20499D,N ,N ,N ,No subjects through Irish,Catholic
61051L,N ,N ,N ,No subjects taught through Irish,CATHOLIC
16865D,N ,N ,N ,No subjects through Irish,Catholic
20398U,N ,N ,N ,No subjects through Irish,Multi Denominational
20526D,N ,N ,N ,No subjects through Irish,Multi Denominational
19933J,N ,Y ,N ,No subjects through Irish,Catholic
17571O,N ,N ,N ,No subjects through Irish,Catholic
20085W,N ,N ,N ,All subjects through Irish,Catholic
19765O,N ,Y ,N ,No subjects through Irish,Catholic
12446J,N ,N ,N ,No subjects through Irish,Catholic
18114O,N ,Y ,N ,No subjects through Irish,Catholic
13665D,N ,N ,N ,No subjects through Irish,Catholic
17570M,N ,N ,N ,No subjects through Irish,Catholic
20432R,N ,N ,N ,No subjects through Irish,Catholic
19486K,N ,N ,N ,No subjects through Irish,Catholic
15996N,N ,N ,N ,No subjects through Irish,Catholic
06789H,N ,N ,N ,No subjects through Irish,Catholic
20114D,N ,N ,N ,No subjects through Irish,Catholic
17915U,N ,Y ,N ,No subjects through Irish,Catholic
16767D,N ,N ,N ,No subjects through Irish,Catholic
17059E,N ,Y ,N ,No subjects through Irish,Catholic
19242F,N ,Y ,N ,No subjects through Irish,Catholic
16332O,N ,N ,N ,No subjects through Irish,Catholic
04466T,N ,N ,N ,No subjects through Irish,Catholic
13752V,N ,N ,N ,No subjects through Irish,Catholic
63451O,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18950E,N ,N ,N ,No subjects through Irish,Catholic
13670T,N ,N ,N ,No subjects through Irish,Catholic
11361T,N ,Y ,N ,No subjects through Irish,Catholic
00359V,N ,N ,N ,No subjects through Irish,Catholic
71030J,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17675D,N ,N ,N ,No subjects through Irish,Catholic
19917L,N ,N ,N ,All subjects through Irish,Catholic
20079E,N ,N ,N ,No subjects through Irish,Catholic
05253H,N ,N ,N ,No subjects through Irish,Catholic
70900I,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17769M,N ,Y ,N ,No subjects through Irish,Catholic
15132B,N ,N ,N ,No subjects through Irish,Catholic
18716T,N ,N ,N ,No subjects through Irish,Catholic
17360B,N ,N ,N ,No subjects through Irish,Catholic
71710I,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
61910K,N ,N ,N ,No subjects taught through Irish,CATHOLIC
15142E,N ,N ,N ,No subjects through Irish,Catholic
15960P,N ,N ,N ,No subjects through Irish,Catholic
18768P,N ,N ,N ,No subjects through Irish,Catholic
19352M,N ,Y ,N ,No subjects through Irish,Catholic
18431D,N ,N ,N ,No subjects through Irish,Church Of Ireland
18190H,N ,N ,N ,No subjects through Irish,Catholic
13699U,Y ,Y ,N ,All subjects through Irish,Catholic
71244F,Y ,Y ,Y ,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL
70810H,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
15135H,N ,N ,N ,No subjects through Irish,Catholic
16520P,N ,N ,N ,No subjects through Irish,Catholic
19999Q,N ,N ,N ,All subjects through Irish,Catholic
20052H,N ,N ,N ,All subjects through Irish,Catholic
19632S,N ,N ,N ,No subjects through Irish,Catholic
61702D,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
18325E,N ,N ,N ,No subjects through Irish,Catholic
70021D,N ,Y ,N ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
18027T,N ,N ,N ,No subjects through Irish,Catholic
16264A,N ,N ,N ,No subjects through Irish,Catholic
17787O,N ,N ,N ,No subjects through Irish,Catholic
61780A,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19280N,N ,N ,N ,No subjects through Irish,Catholic
71991T,Y ,N ,N ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
18509O,N ,Y ,N ,No subjects through Irish,Catholic
20107G,N ,N ,N ,All subjects through Irish,Catholic
19317K,N ,N ,N ,No subjects through Irish,Catholic
19890R,N ,N ,N ,No subjects through Irish,Catholic
62981P,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
19976E,N ,N ,N ,No subjects through Irish,Catholic
71570S,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18279A,N ,N ,N ,No subjects through Irish,Church Of Ireland
71000A,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18399K,N ,N ,N ,No subjects through Irish,Catholic
17511T,N ,N ,N ,No subjects through Irish,Catholic
19987J,N ,N ,N ,No subjects through Irish,Catholic
60660I,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
19114T,N ,N ,N ,No subjects through Irish,Catholic
18094L,N ,N ,N ,No subjects through Irish,Catholic
70610W,N ,Y ,N ,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL
15030Q,N ,Y ,N ,No subjects through Irish,Catholic
18339P,N ,N ,N ,All subjects through Irish,Catholic
20056P,N ,N ,N ,All subjects through Irish,Catholic
13512B,N ,N ,N ,No subjects through Irish,Catholic
17893N,N ,Y ,N ,Some subjects through Irish,Catholic
20016D,N ,N ,N ,All subjects through Irish,Catholic
15569R,N ,N ,N ,No subjects through Irish,Catholic
19420D,N ,N ,N ,No subjects through Irish,Catholic
18393V,N ,N ,N ,No subjects through Irish,Catholic
15014S,Y ,Y ,N ,Some subjects through Irish,Catholic
16136O,N ,N ,N ,No subjects through Irish,Catholic
10494K,N ,N ,N ,No subjects through Irish,Church Of Ireland
17590S,N ,N ,N ,No subjects through Irish,Catholic
20097G,N ,N ,N ,All subjects through Irish,Inter Denominational
18252D,N ,N ,N ,No subjects through Irish,Catholic
72540O,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17644P,N ,N ,N ,No subjects through Irish,Catholic
65100S,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20111U,N ,N ,N ,No subjects through Irish,Catholic
19985F,N ,Y ,N ,No subjects through Irish,Catholic
16083T,N ,N ,N ,No subjects through Irish,Catholic
20186F,N ,Y ,N ,No subjects through Irish,Multi Denominational
18555V,N ,N ,N ,No subjects through Irish,Catholic
16375J,N ,Y ,N ,No subjects through Irish,Catholic
16769H,N ,N ,N ,No subjects through Irish,Catholic
18505G,N ,N ,N ,No subjects through Irish,Catholic
09915B,N ,N ,N ,No subjects through Irish,Catholic
20441S,N ,N ,N ,No subjects through Irish,Multi Denominational
18205R,N ,Y ,N ,No subjects through Irish,Church Of Ireland
19647I,N ,Y ,N ,No subjects through Irish,Catholic
18206T,N ,N ,N ,No subjects through Irish,Catholic
17972J,N ,N ,N ,No subjects through Irish,Catholic
19798G,N ,Y ,N ,No subjects through Irish,Catholic
16208N,N ,N ,N ,No subjects through Irish,Catholic
19612M,N ,N ,N ,No subjects through Irish,Multi Denominational
17444H,N ,N ,N ,No subjects through Irish,Catholic
65010R,N ,N ,N ,No subjects taught through Irish,QUAKER
12998C,N ,N ,N ,No subjects through Irish,Catholic
91516B,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
20261Q,N ,N ,N ,No subjects through Irish,Quaker
16549Q,N ,N ,N ,No subjects through Irish,Catholic
68141B,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18886V,N ,N ,N ,No subjects through Irish,Church Of Ireland
64200R,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
14534Q,N ,N ,N ,No subjects through Irish,Catholic
20506U,N ,N ,N ,No subjects through Irish,Catholic
01013N,N ,Y ,N ,No subjects through Irish,Catholic
19884W,N ,N ,N ,No subjects through Irish,Presbyterian
19202Q,N ,N ,N ,No subjects through Irish,Catholic
60630W,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
17905R,N ,N ,N ,No subjects through Irish,Catholic
91335U,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
14463T,N ,N ,N ,No subjects through Irish,Church Of Ireland
76196W,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19832D,N ,N ,N ,All subjects through Irish,Catholic
19350I,N ,N ,N ,No subjects through Irish,Catholic
15359G,N ,N ,N ,No subjects through Irish,Church Of Ireland
18080A,N ,N ,N ,No subjects through Irish,Catholic
68262N,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
20149W,N ,N ,N ,No subjects through Irish,Catholic
12502Q,N ,Y ,N ,No subjects through Irish,Catholic
14704P,N ,Y ,N ,No subjects through Irish,Catholic
11307N,N ,N ,N ,No subjects through Irish,Catholic
06516S,N ,N ,N ,No subjects through Irish,Catholic
20061I,N ,N ,N ,All subjects through Irish,Catholic
20425U,N ,N ,N ,All subjects through Irish,Multi Denominational
19901T,N ,N ,N ,No subjects through Irish,Church Of Ireland
18733T,N ,N ,N ,No subjects through Irish,Catholic
10857U,N ,N ,N ,No subjects through Irish,Church Of Ireland
01125B,N ,N ,N ,No subjects through Irish,Catholic
19979K,N ,Y ,N ,No subjects through Irish,Catholic
09938N,N ,N ,N ,No subjects through Irish,Catholic
91324P,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
20200T,N ,N ,N ,No subjects through Irish,Catholic
70041J,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
17634M,N ,N ,N ,No subjects through Irish,Catholic
81005Q,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19577N,N ,Y ,N ,No subjects through Irish,Catholic
60700R,N ,N ,N ,All pupils taught all subjects through Irish,CATHOLIC
17947K,N ,N ,N ,No subjects through Irish,Catholic
18288B,N ,Y ,N ,No subjects through Irish,Catholic
15622S,N ,N ,N ,No subjects through Irish,Catholic
12171T,N ,N ,N ,No subjects through Irish,Catholic
60690R,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19948W,N ,N ,N ,All subjects through Irish,Catholic
20179I,N ,N ,N ,No subjects through Irish,Catholic
17500O,N ,N ,N ,No subjects through Irish,Catholic
19643A,N ,Y ,N ,No subjects through Irish,Catholic
20212D,N ,N ,N ,All subjects through Irish,Catholic
65350S,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
17024I,N ,Y ,N ,No subjects through Irish,Catholic
17867M,N ,N ,N ,No subjects through Irish,Catholic
20501K,N ,N ,N ,No subjects through Irish,Multi Denominational
17831O,N ,N ,N ,No subjects through Irish,Church Of Ireland
63130R,Y ,N ,N ,All pupils taught all subjects through Irish,CATHOLIC
62130M,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20271T,N ,N ,N ,No subjects through Irish,Catholic
17209U,N ,N ,N ,No subjects through Irish,Catholic
91517D,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
07546J,N ,Y ,N ,No subjects through Irish,Catholic
12701W,N ,N ,N ,No subjects through Irish,Catholic
64610N,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19881Q,N ,N ,N ,All subjects through Irish,Catholic
71990R,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17268N,N ,N ,N ,No subjects through Irish,Catholic
17174E,N ,N ,N ,No subjects through Irish,Catholic
14051T,N ,N ,N ,No subjects through Irish,Catholic
13203L,N ,N ,N ,No subjects through Irish,Catholic
18497K,N ,N ,N ,No subjects through Irish,Catholic
17772B,N ,N ,N ,No subjects through Irish,Catholic
15354T,N ,N ,N ,No subjects through Irish,Catholic
70710D,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
16898S,N ,N ,N ,No subjects through Irish,Catholic
19309L,N ,N ,N ,All subjects through Irish,Catholic
65500L,N ,N ,N ,No subjects taught through Irish,CATHOLIC
60902G,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
11280T,N ,N ,N ,No subjects through Irish,Catholic
17123K,N ,Y ,N ,No subjects through Irish,Catholic
03928D,N ,Y ,N ,No subjects through Irish,Catholic
71960I,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
13173F,N ,N ,N ,No subjects through Irish,Catholic
20507W,N ,Y ,N ,No subjects through Irish,Catholic
14231V,N ,N ,N ,No subjects through Irish,Catholic
19037E,N ,Y ,N ,No subjects through Irish,Catholic
17154V,N ,N ,N ,No subjects through Irish,Catholic
15978L,N ,Y ,N ,No subjects through Irish,Catholic
18170B,N ,N ,N ,No subjects through Irish,Catholic
62580U,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20163Q,N ,Y ,N ,No subjects through Irish,Catholic
20063M,N ,N ,N ,No subjects through Irish,Catholic
64830E,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
17744T,N ,N ,N ,No subjects through Irish,Catholic
76062B,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
05144C,N ,N ,N ,No subjects through Irish,Catholic
70880F,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
20084U,N ,Y ,N ,All subjects through Irish,Catholic
19850F,N ,Y ,N ,No subjects through Irish,Catholic
18219F,Y ,Y ,N ,All subjects through Irish,Catholic
19568M,N ,N ,N ,No subjects through Irish,Catholic
17741N,N ,N ,N ,No subjects through Irish,Catholic
14022M,N ,N ,N ,No subjects through Irish,Catholic
16722E,N ,N ,N ,No subjects through Irish,Catholic
13217W,N ,N ,N ,No subjects through Irish,Catholic
00651R,N ,N ,N ,No subjects through Irish,Catholic
14398L,N ,N ,N ,No subjects through Irish,Church Of Ireland
68074M,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17612C,N ,N ,N ,No subjects through Irish,Catholic
19331E,N ,N ,N ,No subjects through Irish,Catholic
19597T,N ,N ,N ,No subjects through Irish,Catholic
19989N,N ,Y ,N ,No subjects through Irish,Catholic
17055T,N ,N ,N ,No subjects through Irish,Catholic
17683C,N ,Y ,N ,No subjects through Irish,Catholic
13418J,N ,N ,N ,No subjects through Irish,Catholic
17623H,N ,N ,N ,No subjects through Irish,Catholic
60260P,N ,N ,N ,No subjects taught through Irish,CATHOLIC
14348T,N ,N ,N ,No subjects through Irish,Catholic
14917J,N ,N ,N ,No subjects through Irish,Church Of Ireland
17240O,N ,N ,N ,No subjects through Irish,Catholic
13350B,N ,N ,N ,No subjects through Irish,Catholic
17922R,N ,N ,N ,No subjects through Irish,Catholic
14254K,N ,N ,N ,No subjects through Irish,Catholic
20402I,N ,N ,N ,No subjects through Irish,Multi Denominational
20450T,N ,N ,N ,No subjects through Irish,Catholic
