G-ID,Crime,Total (2004 to 2015)
20584,Kidnapping and related offences,0
20584,"Offences against government, justice procedures and organisation of crime",25
20584,Public order and other social code offences,457
20584,"Robbery, extortion and hijacking offences",7
20584,Theft and related offences,474
20584,Weapons and Explosives Offences,17
20585,"Attempts or threats to murder, assaults, harassments and related offences",101
20585,Burglary and related offences,134
20585,Controlled drug offences,61
20585,Damage to property and to the environment,154
20585,Dangerous or negligent acts,99
20585,"Fraud, deception and related offences",18
20585,Kidnapping and related offences,0
20585,"Offences against government, justice procedures and organisation of crime",9
20585,Public order and other social code offences,167
20585,"Robbery, extortion and hijacking offences",0
20585,Theft and related offences,279
20585,Weapons and Explosives Offences,8
20586,"Attempts or threats to murder, assaults, harassments and related offences",647
20586,Burglary and related offences,641
20586,Controlled drug offences,215
20586,Damage to property and to the environment,949
20586,Dangerous or negligent acts,461
20586,"Fraud, deception and related offences",108
20586,Kidnapping and related offences,3
20586,"Offences against government, justice procedures and organisation of crime",61
20586,Public order and other social code offences,2394
20586,"Robbery, extortion and hijacking offences",18
20586,Theft and related offences,1179
20586,Weapons and Explosives Offences,46
20587,"Attempts or threats to murder, assaults, harassments and related offences",52
20587,Burglary and related offences,98
20587,Controlled drug offences,29
20587,Damage to property and to the environment,112
20587,Dangerous or negligent acts,62
20587,"Fraud, deception and related offences",17
20587,Kidnapping and related offences,0
20587,"Offences against government, justice procedures and organisation of crime",6
20587,Public order and other social code offences,111
20587,"Robbery, extortion and hijacking offences",2
20587,Theft and related offences,198
20587,Weapons and Explosives Offences,10
20588,"Attempts or threats to murder, assaults, harassments and related offences",59
20588,Burglary and related offences,21
20588,Controlled drug offences,8
20588,Damage to property and to the environment,67
20588,Dangerous or negligent acts,43
20588,"Fraud, deception and related offences",7
20588,Kidnapping and related offences,0
20588,"Offences against government, justice procedures and organisation of crime",1
20588,Public order and other social code offences,49
20588,"Robbery, extortion and hijacking offences",0
20588,Theft and related offences,60
20588,Weapons and Explosives Offences,2
20590,"Attempts or threats to murder, assaults, harassments and related offences",48
20590,Burglary and related offences,57
20590,Controlled drug offences,19
20590,Damage to property and to the environment,127
20590,Dangerous or negligent acts,41
20590,"Fraud, deception and related offences",7
20590,Kidnapping and related offences,1
20590,"Offences against government, justice procedures and organisation of crime",3
20590,Public order and other social code offences,33
20590,"Robbery, extortion and hijacking offences",0
20590,Theft and related offences,129
20590,Weapons and Explosives Offences,5
20591,"Attempts or threats to murder, assaults, harassments and related offences",39
20591,Burglary and related offences,15
20591,Controlled drug offences,1
20591,Damage to property and to the environment,43
20591,Dangerous or negligent acts,19
20591,"Fraud, deception and related offences",3
20591,Kidnapping and related offences,0
20591,"Offences against government, justice procedures and organisation of crime",0
20591,Public order and other social code offences,47
20591,"Robbery, extortion and hijacking offences",0
20591,Theft and related offences,57
20591,Weapons and Explosives Offences,2
20592,"Attempts or threats to murder, assaults, harassments and related offences",1807
20592,Burglary and related offences,1689
20592,Controlled drug offences,1654
20592,Damage to property and to the environment,4893
20592,Dangerous or negligent acts,1201
20592,"Fraud, deception and related offences",633
20592,Kidnapping and related offences,9
20592,"Offences against government, justice procedures and organisation of crime",724
20592,Public order and other social code offences,5714
20592,"Robbery, extortion and hijacking offences",121
20592,Theft and related offences,6128
20592,Weapons and Explosives Offences,377
20593,"Attempts or threats to murder, assaults, harassments and related offences",120
20593,Burglary and related offences,168
20593,Controlled drug offences,81
20593,Damage to property and to the environment,254
20593,Dangerous or negligent acts,191
20593,"Fraud, deception and related offences",44
20593,Kidnapping and related offences,1
20593,"Offences against government, justice procedures and organisation of crime",30
20593,Public order and other social code offences,212
20593,"Robbery, extortion and hijacking offences",7
20593,Theft and related offences,328
20593,Weapons and Explosives Offences,14
20594,"Attempts or threats to murder, assaults, harassments and related offences",15
20594,Burglary and related offences,38
20594,Controlled drug offences,3
20594,Damage to property and to the environment,29
20594,Dangerous or negligent acts,18
20594,"Fraud, deception and related offences",3
20594,Kidnapping and related offences,0
20594,"Offences against government, justice procedures and organisation of crime",5
20594,Public order and other social code offences,10
20594,"Robbery, extortion and hijacking offences",1
20594,Theft and related offences,67
20594,Weapons and Explosives Offences,1
20595,"Attempts or threats to murder, assaults, harassments and related offences",39
20595,Burglary and related offences,35
20595,Controlled drug offences,29
20595,Damage to property and to the environment,72
20595,Dangerous or negligent acts,26
20595,"Fraud, deception and related offences",4
20595,Kidnapping and related offences,0
20595,"Offences against government, justice procedures and organisation of crime",7
20595,Public order and other social code offences,45
